sale_id,Product,quantity_sold,each_price,sale_date,Purchase Address,sales,day,month,year
182266,USB-C Charging Cable,1.0,11.95,2019-04-07 08:51:00,"472 Hill St, New York City, NY 10001",11.95,7.0,4.0,2019.0
182267,Wired Headphones,1.0,11.99,2019-04-02 15:11:00,"280 Main St, San Francisco, CA 94016",11.99,2.0,4.0,2019.0
182268,Lightning Charging Cable,1.0,14.95,2019-04-26 16:12:00,"916 7th St, Los Angeles, CA 90001",14.95,26.0,4.0,2019.0
182269,Wired Headphones,1.0,11.99,2019-04-22 16:58:00,"514 Johnson St, San Francisco, CA 94016",11.99,22.0,4.0,2019.0
182270,27in 4K Gaming Monitor,1.0,389.99,2019-04-06 19:37:00,"441 Maple St, San Francisco, CA 94016",389.99,6.0,4.0,2019.0
182271,Apple Airpods Headphones,1.0,150.0,2019-04-25 14:47:00,"736 Hickory St, Boston, MA 02215",150.0,25.0,4.0,2019.0
182272,AAA Batteries (4-pack),1.0,2.99,2019-04-24 14:01:00,"533 Willow St, San Francisco, CA 94016",2.99,24.0,4.0,2019.0
182273,AAA Batteries (4-pack),2.0,2.99,2019-04-30 08:30:00,"943 12th St, San Francisco, CA 94016",5.98,30.0,4.0,2019.0
182274,Wired Headphones,1.0,11.99,2019-04-01 20:32:00,"224 13th St, Portland, OR 97035",11.99,1.0,4.0,2019.0
182275,Flatscreen TV,1.0,300.0,2019-04-27 09:30:00,"533 Dogwood St, San Francisco, CA 94016",300.0,27.0,4.0,2019.0
182276,AAA Batteries (4-pack),1.0,2.99,2019-04-08 17:21:00,"213 West St, Los Angeles, CA 90001",2.99,8.0,4.0,2019.0
182277,27in FHD Monitor,1.0,149.99,2019-04-21 19:44:00,"190 5th St, Boston, MA 02215",149.99,21.0,4.0,2019.0
182278,USB-C Charging Cable,1.0,11.95,2019-04-19 20:33:00,"150 Forest St, San Francisco, CA 94016",11.95,19.0,4.0,2019.0
182279,AAA Batteries (4-pack),1.0,2.99,2019-04-28 09:08:00,"47 Lakeview St, Los Angeles, CA 90001",2.99,28.0,4.0,2019.0
182280,34in Ultrawide Monitor,1.0,379.99,2019-04-13 17:14:00,"710 Lake St, Austin, TX 73301",379.99,13.0,4.0,2019.0
182281,Wired Headphones,1.0,11.99,2019-04-12 22:48:00,"860 Chestnut St, Boston, MA 02215",11.99,12.0,4.0,2019.0
182282,Wired Headphones,1.0,11.99,2019-04-07 23:34:00,"57 13th St, Seattle, WA 98101",11.99,7.0,4.0,2019.0
182283,USB-C Charging Cable,1.0,11.95,2019-04-10 19:11:00,"351 Adams St, Boston, MA 02215",11.95,10.0,4.0,2019.0
182284,Bose SoundSport Headphones,1.0,99.99,2019-04-08 18:55:00,"520 Elm St, Boston, MA 02215",99.99,8.0,4.0,2019.0
182285,AA Batteries (4-pack),2.0,3.84,2019-04-13 20:52:00,"773 2nd St, New York City, NY 10001",7.68,13.0,4.0,2019.0
182286,AA Batteries (4-pack),1.0,3.84,2019-04-06 08:14:00,"364 14th St, Los Angeles, CA 90001",3.84,6.0,4.0,2019.0
182287,Wired Headphones,1.0,11.99,2019-04-22 05:11:00,"466 Highland St, New York City, NY 10001",11.99,22.0,4.0,2019.0
182288,AA Batteries (4-pack),3.0,3.84,2019-04-05 18:45:00,"945 Cedar St, San Francisco, CA 94016",11.52,5.0,4.0,2019.0
182289,AAA Batteries (4-pack),2.0,2.99,2019-04-26 10:45:00,"837 Pine St, Los Angeles, CA 90001",5.98,26.0,4.0,2019.0
182290,USB-C Charging Cable,1.0,11.95,2019-04-22 13:14:00,"705 4th St, Los Angeles, CA 90001",11.95,22.0,4.0,2019.0
182291,Lightning Charging Cable,1.0,14.95,2019-04-24 16:00:00,"547 Adams St, San Francisco, CA 94016",14.95,24.0,4.0,2019.0
182292,Wired Headphones,2.0,11.99,2019-04-01 17:41:00,"921 Forest St, San Francisco, CA 94016",23.98,1.0,4.0,2019.0
182293,AA Batteries (4-pack),1.0,3.84,2019-04-12 12:06:00,"453 Walnut St, San Francisco, CA 94016",3.84,12.0,4.0,2019.0
182294,Lightning Charging Cable,2.0,14.95,2019-04-14 09:50:00,"314 Sunset St, San Francisco, CA 94016",29.9,14.0,4.0,2019.0
182295,AAA Batteries (4-pack),1.0,2.99,2019-04-29 20:27:00,"560 Washington St, Boston, MA 02215",2.99,29.0,4.0,2019.0
182296,27in FHD Monitor,1.0,149.99,2019-04-12 16:58:00,"220 West St, Boston, MA 02215",149.99,12.0,4.0,2019.0
182297,Wired Headphones,1.0,11.99,2019-04-10 20:39:00,"465 Willow St, New York City, NY 10001",11.99,10.0,4.0,2019.0
182298,Wired Headphones,1.0,11.99,2019-04-26 08:44:00,"64 Willow St, Boston, MA 02215",11.99,26.0,4.0,2019.0
182299,Lightning Charging Cable,1.0,14.95,2019-04-26 09:07:00,"833 North St, Boston, MA 02215",14.95,26.0,4.0,2019.0
182300,Apple Airpods Headphones,1.0,150.0,2019-04-04 13:25:00,"4 9th St, Seattle, WA 98101",150.0,4.0,4.0,2019.0
182301,AA Batteries (4-pack),1.0,3.84,2019-04-30 23:32:00,"896 Wilson St, San Francisco, CA 94016",3.84,30.0,4.0,2019.0
182302,AA Batteries (4-pack),3.0,3.84,2019-04-22 11:30:00,"586 4th St, Los Angeles, CA 90001",11.52,22.0,4.0,2019.0
182303,AA Batteries (4-pack),2.0,3.84,2019-04-07 21:12:00,"340 River St, San Francisco, CA 94016",7.68,7.0,4.0,2019.0
182304,Wired Headphones,1.0,11.99,2019-04-18 18:29:00,"795 Chestnut St, Seattle, WA 98101",11.99,18.0,4.0,2019.0
182305,USB-C Charging Cable,1.0,11.95,2019-04-21 18:16:00,"659 Church St, Los Angeles, CA 90001",11.95,21.0,4.0,2019.0
182306,Wired Headphones,1.0,11.99,2019-04-05 14:45:00,"181 Cherry St, San Francisco, CA 94016",11.99,5.0,4.0,2019.0
182307,Wired Headphones,1.0,11.99,2019-04-03 17:36:00,"413 West St, New York City, NY 10001",11.99,3.0,4.0,2019.0
182308,27in 4K Gaming Monitor,1.0,389.99,2019-04-09 00:45:00,"109 Park St, Dallas, TX 75001",389.99,9.0,4.0,2019.0
182309,27in 4K Gaming Monitor,1.0,389.99,2019-04-25 00:06:00,"195 Adams St, Austin, TX 73301",389.99,25.0,4.0,2019.0
182310,Lightning Charging Cable,1.0,14.95,2019-04-10 13:04:00,"929 Forest St, Los Angeles, CA 90001",14.95,10.0,4.0,2019.0
182311,AAA Batteries (4-pack),1.0,2.99,2019-04-15 19:04:00,"381 7th St, San Francisco, CA 94016",2.99,15.0,4.0,2019.0
182312,iPhone,1.0,700.0,2019-04-24 08:40:00,"739 Sunset St, Portland, OR 97035",700.0,24.0,4.0,2019.0
182313,Lightning Charging Cable,1.0,14.95,2019-04-29 03:33:00,"380 Hill St, Portland, OR 97035",14.95,29.0,4.0,2019.0
182314,Lightning Charging Cable,1.0,14.95,2019-04-26 14:35:00,"340 South St, Dallas, TX 75001",14.95,26.0,4.0,2019.0
182315,Apple Airpods Headphones,1.0,150.0,2019-04-25 22:21:00,"865 Madison St, San Francisco, CA 94016",150.0,25.0,4.0,2019.0
182316,Lightning Charging Cable,1.0,14.95,2019-04-29 14:28:00,"709 Center St, San Francisco, CA 94016",14.95,29.0,4.0,2019.0
182317,Lightning Charging Cable,1.0,14.95,2019-04-12 15:18:00,"432 Lakeview St, San Francisco, CA 94016",14.95,12.0,4.0,2019.0
182318,Wired Headphones,1.0,11.99,2019-04-08 15:33:00,"645 12th St, San Francisco, CA 94016",11.99,8.0,4.0,2019.0
182319,27in FHD Monitor,1.0,149.99,2019-04-30 18:49:00,"7 Jackson St, New York City, NY 10001",149.99,30.0,4.0,2019.0
182320,AAA Batteries (4-pack),2.0,2.99,2019-04-10 18:18:00,"351 Cherry St, San Francisco, CA 94016",5.98,10.0,4.0,2019.0
182321,Apple Airpods Headphones,1.0,150.0,2019-04-13 21:56:00,"949 Elm St, Seattle, WA 98101",150.0,13.0,4.0,2019.0
182322,AAA Batteries (4-pack),1.0,2.99,2019-04-30 10:44:00,"715 7th St, Dallas, TX 75001",2.99,30.0,4.0,2019.0
182323,Flatscreen TV,1.0,300.0,2019-04-22 17:19:00,"39 Hill St, Boston, MA 02215",300.0,22.0,4.0,2019.0
182324,20in Monitor,1.0,109.99,2019-04-13 16:57:00,"74 Wilson St, Los Angeles, CA 90001",109.99,13.0,4.0,2019.0
182325,Google Phone,1.0,600.0,2019-04-09 22:15:00,"799 Cherry St, Portland, OR 97035",600.0,9.0,4.0,2019.0
182326,USB-C Charging Cable,1.0,11.95,2019-04-02 20:40:00,"549 Chestnut St, Portland, OR 97035",11.95,2.0,4.0,2019.0
182327,ThinkPad Laptop,1.0,999.99,2019-04-27 17:35:00,"568 Hickory St, Boston, MA 02215",999.99,27.0,4.0,2019.0
182328,AA Batteries (4-pack),1.0,3.84,2019-04-05 18:37:00,"596 13th St, Austin, TX 73301",3.84,5.0,4.0,2019.0
182329,Wired Headphones,1.0,11.99,2019-04-20 17:43:00,"704 Madison St, Boston, MA 02215",11.99,20.0,4.0,2019.0
182330,AAA Batteries (4-pack),1.0,2.99,2019-04-12 16:32:00,"5 South St, Dallas, TX 75001",2.99,12.0,4.0,2019.0
182331,Lightning Charging Cable,1.0,14.95,2019-04-30 00:06:00,"668 7th St, Dallas, TX 75001",14.95,30.0,4.0,2019.0
182332,Lightning Charging Cable,1.0,14.95,2019-04-11 19:00:00,"592 Hill St, Boston, MA 02215",14.95,11.0,4.0,2019.0
182333,Apple Airpods Headphones,1.0,150.0,2019-04-14 16:00:00,"143 Park St, New York City, NY 10001",150.0,14.0,4.0,2019.0
182334,Macbook Pro Laptop,1.0,1700.0,2019-04-20 17:15:00,"834 Park St, New York City, NY 10001",1700.0,20.0,4.0,2019.0
182335,AA Batteries (4-pack),1.0,3.84,2019-04-08 09:14:00,"128 1st St, Atlanta, GA 30301",3.84,8.0,4.0,2019.0
182336,Wired Headphones,1.0,11.99,2019-04-11 05:09:00,"722 6th St, New York City, NY 10001",11.99,11.0,4.0,2019.0
182337,AAA Batteries (4-pack),2.0,2.99,2019-04-08 14:28:00,"31 Jefferson St, Atlanta, GA 30301",5.98,8.0,4.0,2019.0
182338,AA Batteries (4-pack),2.0,3.84,2019-04-13 10:31:00,"484 Pine St, New York City, NY 10001",7.68,13.0,4.0,2019.0
182339,Apple Airpods Headphones,1.0,150.0,2019-04-21 15:16:00,"295 Washington St, Boston, MA 02215",150.0,21.0,4.0,2019.0
182340,USB-C Charging Cable,1.0,11.95,2019-04-27 16:57:00,"414 River St, San Francisco, CA 94016",11.95,27.0,4.0,2019.0
182341,AA Batteries (4-pack),3.0,3.84,2019-04-25 18:48:00,"638 Cedar St, Los Angeles, CA 90001",11.52,25.0,4.0,2019.0
182342,27in FHD Monitor,1.0,149.99,2019-04-25 23:04:00,"315 Pine St, Boston, MA 02215",149.99,25.0,4.0,2019.0
182343,iPhone,1.0,700.0,2019-04-27 18:06:00,"848 Chestnut St, Dallas, TX 75001",700.0,27.0,4.0,2019.0
182344,Lightning Charging Cable,1.0,14.95,2019-04-07 00:25:00,"950 Johnson St, New York City, NY 10001",14.95,7.0,4.0,2019.0
182345,AA Batteries (4-pack),1.0,3.84,2019-04-08 16:25:00,"521 Cedar St, Los Angeles, CA 90001",3.84,8.0,4.0,2019.0
182346,20in Monitor,1.0,109.99,2019-04-12 10:54:00,"389 Lincoln St, San Francisco, CA 94016",109.99,12.0,4.0,2019.0
182347,27in FHD Monitor,1.0,149.99,2019-04-23 15:41:00,"623 Hickory St, Portland, OR 97035",149.99,23.0,4.0,2019.0
182348,AAA Batteries (4-pack),2.0,2.99,2019-04-09 16:41:00,"714 14th St, Los Angeles, CA 90001",5.98,9.0,4.0,2019.0
182349,USB-C Charging Cable,1.0,11.95,2019-04-25 17:16:00,"127 Madison St, New York City, NY 10001",11.95,25.0,4.0,2019.0
182350,Bose SoundSport Headphones,1.0,99.99,2019-04-06 00:53:00,"552 South St, San Francisco, CA 94016",99.99,6.0,4.0,2019.0
182351,Bose SoundSport Headphones,1.0,99.99,2019-04-24 22:41:00,"811 2nd St, San Francisco, CA 94016",99.99,24.0,4.0,2019.0
182352,Bose SoundSport Headphones,1.0,99.99,2019-04-28 02:40:00,"161 Lakeview St, Los Angeles, CA 90001",99.99,28.0,4.0,2019.0
182353,AA Batteries (4-pack),1.0,3.84,2019-04-12 19:52:00,"597 Washington St, Los Angeles, CA 90001",3.84,12.0,4.0,2019.0
182354,AA Batteries (4-pack),1.0,3.84,2019-04-05 12:22:00,"630 9th St, Portland, ME 04101",3.84,5.0,4.0,2019.0
182355,USB-C Charging Cable,1.0,11.95,2019-04-29 14:35:00,"291 Elm St, Los Angeles, CA 90001",11.95,29.0,4.0,2019.0
182356,Lightning Charging Cable,1.0,14.95,2019-04-23 13:23:00,"691 2nd St, New York City, NY 10001",14.95,23.0,4.0,2019.0
182357,27in FHD Monitor,1.0,149.99,2019-04-18 21:37:00,"33 5th St, Seattle, WA 98101",149.99,18.0,4.0,2019.0
182358,AA Batteries (4-pack),1.0,3.84,2019-04-17 20:44:00,"699 9th St, Los Angeles, CA 90001",3.84,17.0,4.0,2019.0
182359,Lightning Charging Cable,1.0,14.95,2019-04-10 23:01:00,"56 Dogwood St, Atlanta, GA 30301",14.95,10.0,4.0,2019.0
182360,Lightning Charging Cable,1.0,14.95,2019-04-02 19:16:00,"295 Main St, Los Angeles, CA 90001",14.95,2.0,4.0,2019.0
182361,USB-C Charging Cable,1.0,11.95,2019-04-21 17:09:00,"992 Chestnut St, Seattle, WA 98101",11.95,21.0,4.0,2019.0
182362,27in 4K Gaming Monitor,1.0,389.99,2019-04-26 00:51:00,"236 Wilson St, San Francisco, CA 94016",389.99,26.0,4.0,2019.0
182363,USB-C Charging Cable,1.0,11.95,2019-04-15 13:39:00,"580 Ridge St, Portland, OR 97035",11.95,15.0,4.0,2019.0
182364,Wired Headphones,1.0,11.99,2019-04-13 12:01:00,"33 11th St, San Francisco, CA 94016",11.99,13.0,4.0,2019.0
182365,AAA Batteries (4-pack),2.0,2.99,2019-04-08 22:29:00,"468 10th St, Dallas, TX 75001",5.98,8.0,4.0,2019.0
182366,USB-C Charging Cable,1.0,11.95,2019-04-20 20:45:00,"114 5th St, San Francisco, CA 94016",11.95,20.0,4.0,2019.0
182367,Lightning Charging Cable,1.0,14.95,2019-04-19 10:11:00,"877 Cherry St, Los Angeles, CA 90001",14.95,19.0,4.0,2019.0
182368,Bose SoundSport Headphones,1.0,99.99,2019-04-18 13:17:00,"286 Church St, Atlanta, GA 30301",99.99,18.0,4.0,2019.0
182369,Flatscreen TV,1.0,300.0,2019-04-03 02:37:00,"366 Chestnut St, San Francisco, CA 94016",300.0,3.0,4.0,2019.0
182370,ThinkPad Laptop,1.0,999.99,2019-04-13 15:13:00,"843 Park St, Los Angeles, CA 90001",999.99,13.0,4.0,2019.0
182371,Wired Headphones,1.0,11.99,2019-04-17 08:34:00,"771 Highland St, Los Angeles, CA 90001",11.99,17.0,4.0,2019.0
182372,Lightning Charging Cable,1.0,14.95,2019-04-26 16:28:00,"996 2nd St, Los Angeles, CA 90001",14.95,26.0,4.0,2019.0
182373,AA Batteries (4-pack),1.0,3.84,2019-04-16 08:42:00,"512 Lakeview St, Seattle, WA 98101",3.84,16.0,4.0,2019.0
182374,iPhone,1.0,700.0,2019-04-02 00:00:00,"414 5th St, Portland, OR 97035",700.0,2.0,4.0,2019.0
182374,Apple Airpods Headphones,1.0,150.0,2019-04-02 00:00:00,"414 5th St, Portland, OR 97035",150.0,2.0,4.0,2019.0
182375,Bose SoundSport Headphones,1.0,99.99,2019-04-17 17:30:00,"923 Hill St, San Francisco, CA 94016",99.99,17.0,4.0,2019.0
182376,Bose SoundSport Headphones,1.0,99.99,2019-04-27 08:13:00,"624 10th St, San Francisco, CA 94016",99.99,27.0,4.0,2019.0
182377,20in Monitor,1.0,109.99,2019-04-02 21:15:00,"545 Jefferson St, New York City, NY 10001",109.99,2.0,4.0,2019.0
182378,Lightning Charging Cable,1.0,14.95,2019-04-27 17:02:00,"636 Pine St, Portland, OR 97035",14.95,27.0,4.0,2019.0
182379,27in 4K Gaming Monitor,1.0,389.99,2019-04-27 08:18:00,"959 Church St, Boston, MA 02215",389.99,27.0,4.0,2019.0
182380,Wired Headphones,2.0,11.99,2019-04-30 20:41:00,"466 2nd St, Boston, MA 02215",23.98,30.0,4.0,2019.0
182381,Apple Airpods Headphones,1.0,150.0,2019-04-02 19:21:00,"623 Jefferson St, Los Angeles, CA 90001",150.0,2.0,4.0,2019.0
182382,Flatscreen TV,1.0,300.0,2019-04-25 11:47:00,"874 13th St, Seattle, WA 98101",300.0,25.0,4.0,2019.0
182383,20in Monitor,1.0,109.99,2019-04-11 09:04:00,"250 9th St, Portland, OR 97035",109.99,11.0,4.0,2019.0
182384,AAA Batteries (4-pack),1.0,2.99,2019-04-21 08:38:00,"870 North St, San Francisco, CA 94016",2.99,21.0,4.0,2019.0
182385,AA Batteries (4-pack),1.0,3.84,2019-04-30 01:03:00,"858 Maple St, Los Angeles, CA 90001",3.84,30.0,4.0,2019.0
182385,Apple Airpods Headphones,1.0,150.0,2019-04-30 01:03:00,"858 Maple St, Los Angeles, CA 90001",150.0,30.0,4.0,2019.0
182386,AA Batteries (4-pack),1.0,3.84,2019-04-18 17:35:00,"626 South St, Austin, TX 73301",3.84,18.0,4.0,2019.0
182386,USB-C Charging Cable,1.0,11.95,2019-04-18 17:35:00,"626 South St, Austin, TX 73301",11.95,18.0,4.0,2019.0
182387,AA Batteries (4-pack),1.0,3.84,2019-04-07 21:03:00,"609 2nd St, Los Angeles, CA 90001",3.84,7.0,4.0,2019.0
182388,Wired Headphones,1.0,11.99,2019-04-26 16:32:00,"941 Lake St, Seattle, WA 98101",11.99,26.0,4.0,2019.0
182389,Apple Airpods Headphones,1.0,150.0,2019-04-10 08:51:00,"361 Dogwood St, San Francisco, CA 94016",150.0,10.0,4.0,2019.0
182390,Lightning Charging Cable,1.0,14.95,2019-04-23 20:31:00,"836 Chestnut St, Los Angeles, CA 90001",14.95,23.0,4.0,2019.0
182391,iPhone,1.0,700.0,2019-04-02 15:43:00,"389 Church St, Atlanta, GA 30301",700.0,2.0,4.0,2019.0
182392,Wired Headphones,1.0,11.99,2019-04-20 12:15:00,"232 Sunset St, Austin, TX 73301",11.99,20.0,4.0,2019.0
182393,Apple Airpods Headphones,1.0,150.0,2019-04-29 00:36:00,"32 Johnson St, New York City, NY 10001",150.0,29.0,4.0,2019.0
182394,Bose SoundSport Headphones,1.0,99.99,2019-04-08 22:32:00,"51 Forest St, Portland, OR 97035",99.99,8.0,4.0,2019.0
182395,Wired Headphones,1.0,11.99,2019-04-30 18:55:00,"90 River St, Seattle, WA 98101",11.99,30.0,4.0,2019.0
182396,USB-C Charging Cable,1.0,11.95,2019-04-17 12:49:00,"2 Walnut St, Atlanta, GA 30301",11.95,17.0,4.0,2019.0
182397,Macbook Pro Laptop,1.0,1700.0,2019-04-05 19:08:00,"333 9th St, San Francisco, CA 94016",1700.0,5.0,4.0,2019.0
,,0.0,0.0,,,0.0,,,
182398,34in Ultrawide Monitor,1.0,379.99,2019-04-14 14:25:00,"524 10th St, New York City, NY 10001",379.99,14.0,4.0,2019.0
182399,34in Ultrawide Monitor,1.0,379.99,2019-04-03 10:13:00,"724 Adams St, San Francisco, CA 94016",379.99,3.0,4.0,2019.0
182400,Wired Headphones,1.0,11.99,2019-04-02 00:37:00,"967 North St, Austin, TX 73301",11.99,2.0,4.0,2019.0
182401,Wired Headphones,1.0,11.99,2019-04-28 16:27:00,"963 Madison St, New York City, NY 10001",11.99,28.0,4.0,2019.0
182402,AAA Batteries (4-pack),3.0,2.99,2019-04-09 20:41:00,"147 Willow St, New York City, NY 10001",8.97,9.0,4.0,2019.0
182403,27in 4K Gaming Monitor,1.0,389.99,2019-04-22 12:10:00,"901 Spruce St, Dallas, TX 75001",389.99,22.0,4.0,2019.0
182404,34in Ultrawide Monitor,1.0,379.99,2019-04-01 13:10:00,"620 4th St, San Francisco, CA 94016",379.99,1.0,4.0,2019.0
182405,27in FHD Monitor,1.0,149.99,2019-04-29 06:54:00,"874 Lake St, Dallas, TX 75001",149.99,29.0,4.0,2019.0
182406,USB-C Charging Cable,1.0,11.95,2019-04-07 09:37:00,"628 Jackson St, Boston, MA 02215",11.95,7.0,4.0,2019.0
,,0.0,0.0,,,0.0,,,
182407,iPhone,1.0,700.0,2019-04-10 07:18:00,"691 Elm St, Portland, OR 97035",700.0,10.0,4.0,2019.0
182408,Apple Airpods Headphones,1.0,150.0,2019-04-01 10:48:00,"560 Lincoln St, Atlanta, GA 30301",150.0,1.0,4.0,2019.0
182409,USB-C Charging Cable,1.0,11.95,2019-04-14 21:17:00,"424 Madison St, San Francisco, CA 94016",11.95,14.0,4.0,2019.0
182410,Wired Headphones,1.0,11.99,2019-04-19 09:31:00,"990 Hill St, Seattle, WA 98101",11.99,19.0,4.0,2019.0
182411,AA Batteries (4-pack),2.0,3.84,2019-04-20 13:16:00,"273 12th St, San Francisco, CA 94016",7.68,20.0,4.0,2019.0
182412,USB-C Charging Cable,1.0,11.95,2019-04-02 12:42:00,"46 Johnson St, Austin, TX 73301",11.95,2.0,4.0,2019.0
182413,AA Batteries (4-pack),1.0,3.84,2019-04-03 07:07:00,"267 Madison St, Boston, MA 02215",3.84,3.0,4.0,2019.0
182414,AAA Batteries (4-pack),2.0,2.99,2019-04-10 21:50:00,"729 West St, Boston, MA 02215",5.98,10.0,4.0,2019.0
182415,AA Batteries (4-pack),1.0,3.84,2019-04-21 02:09:00,"652 2nd St, Boston, MA 02215",3.84,21.0,4.0,2019.0
182416,AAA Batteries (4-pack),1.0,2.99,2019-04-02 13:26:00,"633 4th St, Boston, MA 02215",2.99,2.0,4.0,2019.0
182417,iPhone,1.0,700.0,2019-04-04 07:42:00,"610 Meadow St, San Francisco, CA 94016",700.0,4.0,4.0,2019.0
182418,AA Batteries (4-pack),2.0,3.84,2019-04-07 23:13:00,"406 Sunset St, New York City, NY 10001",7.68,7.0,4.0,2019.0
182419,AAA Batteries (4-pack),1.0,2.99,2019-04-09 09:58:00,"986 Hickory St, Seattle, WA 98101",2.99,9.0,4.0,2019.0
182420,iPhone,1.0,700.0,2019-04-08 12:55:00,"253 River St, Atlanta, GA 30301",700.0,8.0,4.0,2019.0
182420,Apple Airpods Headphones,1.0,150.0,2019-04-08 12:55:00,"253 River St, Atlanta, GA 30301",150.0,8.0,4.0,2019.0
182421,USB-C Charging Cable,1.0,11.95,2019-04-09 12:46:00,"411 Meadow St, New York City, NY 10001",11.95,9.0,4.0,2019.0
182422,AAA Batteries (4-pack),1.0,2.99,2019-04-09 11:07:00,"25 Jackson St, Los Angeles, CA 90001",2.99,9.0,4.0,2019.0
182423,Wired Headphones,1.0,11.99,2019-04-04 16:16:00,"966 North St, Los Angeles, CA 90001",11.99,4.0,4.0,2019.0
182424,34in Ultrawide Monitor,1.0,379.99,2019-04-09 14:23:00,"860 Meadow St, San Francisco, CA 94016",379.99,9.0,4.0,2019.0
182425,Lightning Charging Cable,1.0,14.95,2019-04-04 14:13:00,"70 2nd St, Portland, OR 97035",14.95,4.0,4.0,2019.0
182426,Lightning Charging Cable,1.0,14.95,2019-04-20 00:03:00,"509 Johnson St, San Francisco, CA 94016",14.95,20.0,4.0,2019.0
182427,Bose SoundSport Headphones,1.0,99.99,2019-04-28 21:20:00,"438 10th St, Los Angeles, CA 90001",99.99,28.0,4.0,2019.0
182428,Google Phone,1.0,600.0,2019-04-16 15:18:00,"510 Wilson St, Boston, MA 02215",600.0,16.0,4.0,2019.0
182428,USB-C Charging Cable,1.0,11.95,2019-04-16 15:18:00,"510 Wilson St, Boston, MA 02215",11.95,16.0,4.0,2019.0
182429,Macbook Pro Laptop,1.0,1700.0,2019-04-07 13:27:00,"985 Lakeview St, San Francisco, CA 94016",1700.0,7.0,4.0,2019.0
182430,AA Batteries (4-pack),1.0,3.84,2019-04-12 02:03:00,"351 2nd St, Austin, TX 73301",3.84,12.0,4.0,2019.0
182431,Apple Airpods Headphones,1.0,150.0,2019-04-02 15:48:00,"976 Ridge St, San Francisco, CA 94016",150.0,2.0,4.0,2019.0
182432,Lightning Charging Cable,1.0,14.95,2019-04-24 07:00:00,"970 Adams St, Atlanta, GA 30301",14.95,24.0,4.0,2019.0
182433,USB-C Charging Cable,1.0,11.95,2019-04-25 14:02:00,"198 10th St, Seattle, WA 98101",11.95,25.0,4.0,2019.0
182434,ThinkPad Laptop,1.0,999.99,2019-04-25 17:59:00,"965 Sunset St, Boston, MA 02215",999.99,25.0,4.0,2019.0
182435,AAA Batteries (4-pack),1.0,2.99,2019-04-19 11:13:00,"504 Pine St, Atlanta, GA 30301",2.99,19.0,4.0,2019.0
182436,Lightning Charging Cable,1.0,14.95,2019-04-06 13:36:00,"491 Center St, San Francisco, CA 94016",14.95,6.0,4.0,2019.0
182437,Macbook Pro Laptop,1.0,1700.0,2019-04-18 11:56:00,"782 Willow St, Boston, MA 02215",1700.0,18.0,4.0,2019.0
182438,Wired Headphones,1.0,11.99,2019-04-26 21:52:00,"927 Park St, Los Angeles, CA 90001",11.99,26.0,4.0,2019.0
182439,AAA Batteries (4-pack),1.0,2.99,2019-04-02 10:05:00,"583 Elm St, Los Angeles, CA 90001",2.99,2.0,4.0,2019.0
182440,27in FHD Monitor,1.0,149.99,2019-04-07 08:32:00,"283 Wilson St, Austin, TX 73301",149.99,7.0,4.0,2019.0
182441,USB-C Charging Cable,1.0,11.95,2019-04-28 15:25:00,"569 12th St, San Francisco, CA 94016",11.95,28.0,4.0,2019.0
182442,AAA Batteries (4-pack),1.0,2.99,2019-04-18 22:34:00,"842 Lincoln St, San Francisco, CA 94016",2.99,18.0,4.0,2019.0
182443,iPhone,1.0,700.0,2019-04-30 11:06:00,"386 1st St, Dallas, TX 75001",700.0,30.0,4.0,2019.0
182443,Lightning Charging Cable,1.0,14.95,2019-04-30 11:06:00,"386 1st St, Dallas, TX 75001",14.95,30.0,4.0,2019.0
182444,iPhone,1.0,700.0,2019-04-11 10:15:00,"722 Main St, Los Angeles, CA 90001",700.0,11.0,4.0,2019.0
182445,USB-C Charging Cable,1.0,11.95,2019-04-14 20:35:00,"259 Johnson St, Portland, OR 97035",11.95,14.0,4.0,2019.0
182446,Google Phone,1.0,600.0,2019-04-07 17:54:00,"191 Lake St, Boston, MA 02215",600.0,7.0,4.0,2019.0
182447,Wired Headphones,1.0,11.99,2019-04-11 12:01:00,"471 Maple St, Boston, MA 02215",11.99,11.0,4.0,2019.0
182448,AAA Batteries (4-pack),4.0,2.99,2019-04-07 08:52:00,"456 Dogwood St, Atlanta, GA 30301",11.96,7.0,4.0,2019.0
182449,Apple Airpods Headphones,1.0,150.0,2019-04-29 00:18:00,"923 North St, Los Angeles, CA 90001",150.0,29.0,4.0,2019.0
182450,AAA Batteries (4-pack),1.0,2.99,2019-04-23 10:22:00,"167 Center St, San Francisco, CA 94016",2.99,23.0,4.0,2019.0
182451,27in FHD Monitor,1.0,149.99,2019-04-12 15:10:00,"510 North St, Boston, MA 02215",149.99,12.0,4.0,2019.0
182452,Lightning Charging Cable,1.0,14.95,2019-04-11 16:08:00,"517 7th St, Los Angeles, CA 90001",14.95,11.0,4.0,2019.0
182453,34in Ultrawide Monitor,1.0,379.99,2019-04-25 16:53:00,"550 Madison St, Portland, OR 97035",379.99,25.0,4.0,2019.0
182454,Wired Headphones,1.0,11.99,2019-04-29 11:12:00,"294 Pine St, Dallas, TX 75001",11.99,29.0,4.0,2019.0
182455,AAA Batteries (4-pack),1.0,2.99,2019-04-25 09:26:00,"754 1st St, Los Angeles, CA 90001",2.99,25.0,4.0,2019.0
